Domain,Area,Element,Item,Year,Value
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2003","1254779.052984"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2004","1297518.537108"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2005","1341795.011382"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2006","1356214.204057"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2007","1386167.078549"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2008","1401997.979222"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2009","1368146.676518"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","1321867.31909"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","1331017.810016"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","1196310.786191"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","1438776.773461"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","1479056.244655"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","1473213.812638"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","1501837.097667"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","1510484.55139"
"Value of Agricultural Production","Mexico","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","1545795.873696"
"Value of Agricultural Production","Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2006","2348.714093"
"Value of Agricultural Production","Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2007","1709.253109"
"Value of Agricultural Production","Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2008","2245.617322"
"Value of Agricultural Production","Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2009","2425.38416"
"Value of Agricultural Production","Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","2770.236334"
"Value of Agricultural Production","Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","2581.334339"
"Value of Agricultural Production","Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","2877.900683"
"Value of Agricultural Production","Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","2857.669017"
"Value of Agricultural Production","Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","2859.835943"
"Value of Agricultural Production","Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","2950.281414"
"Value of Agricultural Production","Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","3041.086462"
"Value of Agricultural Production","Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","3014.398231"
"Value of Agricultural Production","Montenegro","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","3071.096403"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1961","142899.954552"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1962","142573.698948"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1963","142247.443344"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1964","182703.13824"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1965","148772.555424"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1966","180027.842287"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1967","211674.635875"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1968","239373.736655"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1969","217938.743472"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1970","256893.66259"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1971","207857.445308"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1972","211348.380271"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1973","267170.714116"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1974","226943.398142"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1975","180223.59565"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1976","189685.008166"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1977","208934.088802"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1978","256110.64914"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1979","210434.86458"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1980","256110.64914"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1981","223485.08874"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1982","226421.389176"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1983","225116.36676"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1984","243712.936188"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1985","223811.344344"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1986","263940.783636"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1987","212392.398204"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1988","291346.254372"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1989","323971.814772"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1990","256436.904744"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1991","364427.509668"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1992","264267.03924"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1993","292325.021184"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1994","309290.312592"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1995","229031.434008"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1996","336795.617543"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1997","262309.505616"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1998","360120.935695"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1999","284984.270094"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2000","283842.37548"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2001","230988.967632"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2002","235915.427252"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2003","268051.604246"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2004","234675.655957"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2005","272423.42934"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2006","257154.667073"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2007","232130.862246"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2008","238949.60437"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2009","233272.75686"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2010","277055.28015"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2011","280118.820272"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2012","313772.41208"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2013","247722.6035"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2014","326662.180292"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2015","283522.801982"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2016","296643.602668"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2017","338398.18507"
"Value of Agricultural Production","Morocco","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","2018","332503.310929"
"Value of Agricultural Production","Mozambique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1961","3099.428238"
"Value of Agricultural Production","Mozambique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1962","3099.428238"
"Value of Agricultural Production","Mozambique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1963","4078.19505"
"Value of Agricultural Production","Mozambique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1964","4078.19505"
"Value of Agricultural Production","Mozambique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1965","4078.19505"
"Value of Agricultural Production","Mozambique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1966","4078.19505"
"Value of Agricultural Production","Mozambique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1967","4078.19505"
"Value of Agricultural Production","Mozambique","Gross Production Value (constant 2014-2016 1000 I$)","Oranges","1968","4241.322852"
